,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
451,1,1,2,0,0,60.0,25.0,1,2,1,3414.0
452,1,1,0,1,0,149.0,30.0,1,0,0,5681.0
453,1,1,0,1,0,90.0,15.0,1,0,1,4949.0
454,1,0,0,1,1,84.0,30.0,0,1,1,7085.0
455,1,1,2,1,0,96.0,30.0,1,1,1,3859.0
456,1,1,0,1,0,118.0,30.0,1,2,1,4301.0
457,1,1,0,1,0,173.0,30.0,1,2,0,6277.0
458,1,0,2,1,0,136.0,30.0,0,0,1,4354.0
459,1,1,0,1,0,160.0,30.0,1,1,0,8334.0
461,1,1,4,1,0,128.0,15.0,1,2,1,7740.0
462,1,1,0,1,0,153.0,30.0,1,0,1,5203.0
463,0,0,1,0,0,132.0,30.0,0,1,1,5191.0
464,1,0,0,1,0,98.0,30.0,0,1,0,4166.0
465,1,0,0,1,0,140.0,30.0,0,0,1,6000.0
466,1,1,4,0,0,70.0,15.0,1,2,0,4611.0
468,0,1,2,0,0,98.0,30.0,1,1,1,3127.0
469,1,1,0,1,0,110.0,30.0,1,2,0,6784.0
470,1,1,1,1,1,162.0,30.0,1,1,1,5529.0
471,1,1,1,0,0,113.0,15.0,1,0,0,4153.0
472,1,1,4,1,0,100.0,30.0,1,1,1,4691.0
473,0,0,0,1,1,93.0,30.0,0,2,1,2500.0
474,1,0,2,1,0,162.0,30.0,0,0,1,10180.0
475,1,1,2,1,1,150.0,30.0,1,0,1,17539.0
476,1,1,2,1,0,230.0,25.0,1,1,1,8450.0
478,1,1,1,1,1,86.0,30.0,1,1,1,18917.0
479,1,1,2,1,0,146.41216216216216,30.0,1,2,0,4550.0
480,0,0,0,0,0,154.0,30.0,0,0,1,4350.0
481,1,1,4,0,0,113.0,30.0,1,0,1,3095.0
482,1,1,0,1,0,128.0,30.0,1,1,1,5233.0
483,1,1,0,1,0,234.0,30.0,1,1,1,10833.0
484,1,1,2,1,0,246.0,30.0,1,1,1,8333.0
485,1,1,1,0,0,131.0,30.0,1,0,1,4394.0
486,1,0,2,1,0,80.0,30.0,0,0,0,3547.0
487,1,1,1,1,0,500.0,30.0,1,2,0,18333.0
488,1,1,2,1,1,160.0,30.0,1,1,1,6666.0
489,1,0,0,1,0,75.0,30.0,0,2,0,2435.0
490,1,0,0,0,0,96.0,30.0,0,1,1,5484.0
491,1,1,1,0,0,186.0,30.0,1,2,1,6464.0
492,1,0,0,0,0,110.0,30.0,0,0,1,3691.0
493,0,0,0,0,1,225.0,30.0,0,1,1,17263.0
494,1,1,0,1,0,119.0,30.0,1,0,0,5754.0
495,0,1,1,1,0,105.0,7.0,1,1,1,4239.0
496,1,1,0,0,0,107.0,30.0,1,0,1,4300.0
497,1,1,0,1,0,111.0,1.0,1,2,1,7482.0
498,1,1,1,1,1,95.0,30.0,1,1,1,2895.0
499,1,0,0,1,0,209.0,30.0,0,0,0,10699.0
500,0,0,0,1,0,113.0,40.0,0,0,1,4328.0
501,0,0,0,1,0,100.0,30.0,0,1,1,3159.0
502,1,1,2,1,0,208.0,30.0,1,1,1,10489.0
503,1,1,1,0,0,138.0,30.0,1,0,0,9352.0
504,1,1,0,0,0,124.0,25.0,1,1,1,5297.0
505,1,1,2,1,0,243.0,30.0,1,0,1,7926.0
506,1,1,0,1,0,480.0,30.0,1,2,1,27500.0
508,1,1,0,1,1,188.0,30.0,1,2,1,5492.0
509,0,0,1,1,0,40.0,30.0,0,2,1,13262.0
510,1,0,0,0,0,100.0,30.0,0,0,0,4885.0
511,1,1,1,1,0,250.0,30.0,1,1,1,8069.0
512,1,1,2,1,0,148.0,30.0,1,2,1,5318.0
513,1,1,0,1,0,70.0,15.0,1,1,0,8796.0
514,1,0,0,1,0,311.0,30.0,0,0,0,9481.0
515,1,1,4,1,0,150.0,30.0,1,0,1,6894.0
516,0,1,2,1,0,113.0,40.0,1,1,1,3663.0
517,1,1,0,0,0,123.0,30.0,1,1,0,4874.0
518,1,0,0,1,0,185.0,30.0,0,1,0,6598.0
519,0,0,0,0,0,95.0,30.0,0,0,0,3400.0
520,1,1,2,0,0,45.0,30.0,1,1,1,3934.0
521,1,0,0,1,0,55.0,30.0,0,1,1,2500.0
522,1,1,4,1,1,100.0,30.0,1,0,1,7101.0
523,1,1,2,1,1,480.0,30.0,1,0,1,15114.0
524,1,0,0,1,0,146.41216216216216,30.0,0,1,0,6767.0
525,1,1,2,1,1,400.0,30.0,1,0,1,17500.0
526,1,1,0,1,0,110.0,30.0,1,1,1,3775.0
527,1,1,1,0,0,161.0,30.0,1,1,1,6715.0
528,1,0,1,0,0,94.0,30.0,0,1,1,3981.0
529,1,0,0,0,0,130.0,30.0,0,1,1,6783.0
530,1,1,0,1,0,216.0,30.0,1,0,1,6525.0
531,1,1,4,1,0,100.0,30.0,1,2,1,4281.0
532,1,0,2,1,0,110.0,30.0,0,0,0,3588.0
533,1,0,1,1,0,196.0,30.0,0,1,0,11250.0
534,0,0,0,0,1,125.0,30.0,0,2,1,18165.0
535,1,0,0,0,0,126.0,30.0,0,0,1,4592.0
536,1,1,0,1,0,324.0,30.0,1,2,1,10039.0
537,1,0,2,1,0,107.0,30.0,0,1,1,3617.0
538,1,1,0,0,0,66.0,30.0,1,0,0,3453.0
539,1,1,4,1,0,157.0,15.0,1,0,1,6417.0
540,0,1,1,1,0,140.0,15.0,1,1,1,7453.0
541,0,0,0,1,0,99.0,30.0,0,1,0,2138.0
542,0,0,1,1,0,95.0,30.0,0,1,1,3652.0
543,1,1,1,0,0,128.0,30.0,1,2,1,4763.0
544,0,1,0,0,0,102.0,30.0,1,1,1,3680.0
545,1,1,0,1,0,155.0,30.0,1,0,1,4718.0
546,1,0,0,0,0,80.0,3.0,0,1,0,3358.0
547,1,0,0,1,0,145.0,30.0,0,0,1,4309.0
548,0,0,0,1,0,103.0,30.0,0,1,0,5000.0
549,1,1,0,1,0,110.0,30.0,1,0,1,4801.0
550,1,1,2,1,1,146.41216216216216,30.0,1,0,0,6633.0
551,1,1,1,0,0,146.41216216216216,30.0,1,0,1,4867.0
552,1,1,1,1,0,158.0,30.0,1,2,1,6583.0
553,1,1,0,0,0,181.0,30.0,1,2,0,4787.0
554,1,1,0,1,0,132.0,15.0,1,0,0,7859.0
555,1,1,1,1,0,26.0,30.0,1,1,1,6500.0
556,0,0,0,1,0,84.0,30.0,0,2,1,4292.0
557,1,1,4,1,1,260.0,30.0,1,1,1,10139.0
558,1,1,0,1,0,162.0,30.0,1,1,1,6556.0
559,0,1,0,1,0,182.0,30.0,1,1,1,6486.0
560,1,1,2,0,0,108.0,30.0,1,1,1,3917.0
561,0,1,1,1,1,600.0,30.0,1,1,1,19484.0
562,1,1,0,1,0,211.0,30.0,1,0,1,7977.0
563,1,0,0,0,1,132.0,30.0,0,1,1,5800.0
564,1,1,2,1,0,258.0,30.0,1,2,0,8799.0
565,1,1,0,0,0,120.0,30.0,1,0,1,4467.0
566,1,0,0,1,0,70.0,30.0,0,2,1,3333.0
567,1,1,4,1,0,123.0,30.0,1,0,0,5900.0
568,0,0,0,1,0,9.0,30.0,0,2,0,2378.0
569,1,1,0,1,0,104.0,30.0,1,2,0,5230.0
570,1,1,1,1,0,186.0,30.0,1,2,1,5167.0
571,1,1,0,1,0,165.0,30.0,1,2,0,6567.0
572,1,1,2,1,0,275.0,30.0,1,2,1,16666.0
573,1,1,2,0,0,187.0,40.0,1,1,0,7750.0
574,1,1,4,1,0,150.0,30.0,1,1,0,6406.0
575,1,1,2,1,0,108.0,7.0,1,2,1,3620.0
577,1,0,0,1,0,110.0,30.0,0,2,1,5968.0
578,1,1,1,1,0,107.0,30.0,1,0,1,4014.0
579,1,0,0,1,0,161.0,30.0,0,2,1,6099.0
580,1,1,2,1,0,205.0,30.0,1,1,1,6540.0
581,1,0,0,1,0,90.0,30.0,0,2,0,35673.0
582,0,1,0,1,0,36.0,30.0,1,1,1,3166.0
583,1,1,1,1,0,61.0,30.0,1,0,0,1880.0
584,1,1,1,1,0,146.0,30.0,1,0,0,4704.0
585,1,1,1,1,0,172.0,7.0,1,0,0,7283.0
586,1,1,0,1,0,104.0,30.0,1,2,1,3819.0
587,0,0,0,0,0,70.0,30.0,0,1,1,2165.0
589,1,1,2,1,1,106.0,30.0,1,1,0,2726.0
590,1,1,0,1,0,56.0,15.0,1,1,1,6416.0
591,1,1,2,1,1,205.0,20.0,1,1,0,6000.0
593,1,1,0,1,0,142.0,15.0,1,0,1,7159.0
594,1,1,0,1,1,260.0,30.0,1,2,1,16120.0
595,1,0,0,0,0,110.0,30.0,0,0,1,3833.0
596,1,1,2,0,1,187.0,30.0,1,0,0,7383.0
597,1,0,0,1,0,88.0,30.0,0,1,0,2987.0
598,1,1,0,1,1,180.0,30.0,1,0,1,9963.0
599,1,1,2,1,0,192.0,30.0,1,2,1,5780.0
600,0,0,4,1,0,350.0,15.0,0,2,0,42083.0
601,1,1,0,0,0,155.0,30.0,1,0,1,5686.0
602,1,1,4,1,0,128.0,30.0,1,2,1,5703.0
603,1,0,0,1,0,172.0,30.0,0,0,1,7977.0
604,0,1,1,1,0,496.0,30.0,1,1,1,12000.0
605,1,1,0,0,0,146.41216216216216,15.0,1,2,0,6200.0
606,1,1,1,1,0,173.0,30.0,1,1,1,5900.0
607,1,1,2,0,0,157.0,30.0,1,0,1,5398.0
608,1,1,0,1,0,108.0,30.0,1,0,1,5182.0
609,0,0,0,1,0,71.0,30.0,0,0,1,2900.0
610,1,1,4,1,0,40.0,15.0,1,0,1,4106.0
611,1,1,1,1,0,253.0,30.0,1,2,1,8312.0
612,1,1,2,1,0,187.0,30.0,1,2,1,7583.0
613,0,0,0,1,1,133.0,30.0,0,1,0,4583.0
